loan_id,loan_default
7001,1.0
7002,0.0
7003,1.0
7004,1.0
7005,0.0
7006,0.0
7007,0.0
7008,1.0
7009,1.0
7010,1.0
7011,0.0
7012,0.0
7013,0.0
7014,0.0
7015,0.0
7016,0.0
7017,0.0
7018,1.0
7019,0.0
7020,1.0
7021,0.0
7022,1.0
7023,0.0
7024,1.0
7025,0.0
7026,0.0
7027,0.0
7028,1.0
7029,0.0
7030,0.0
7031,0.0
7032,1.0
7033,0.0
7034,1.0
7035,1.0
7036,0.0
7037,0.0
7038,1.0
7039,0.0
7040,0.0
7041,0.0
7042,1.0
7043,1.0
7044,1.0
7045,0.0
7046,0.0
7047,1.0
7048,0.0
7049,0.0
7050,0.0
7051,0.0
7052,0.0
7053,0.0
7054,0.0
7055,1.0
7056,1.0
7057,1.0
7058,0.0
7059,1.0
7060,1.0
7061,1.0
7062,0.0
7063,0.0
7064,0.0
7065,0.0
7066,1.0
7067,0.0
7068,0.0
7069,1.0
7070,1.0
7071,0.0
7072,1.0
7073,0.0
7074,1.0
7075,0.0
7076,0.0
7077,1.0
7078,0.0
7079,0.0
7080,0.0
7081,0.0
7082,1.0
7083,1.0
7084,0.0
7085,0.0
7086,1.0
7087,0.0
7088,0.0
7089,0.0
7090,0.0
7091,0.0
7092,0.0
7093,0.0
7094,0.0
7095,0.0
7096,1.0
7097,0.0
7098,1.0
7099,0.0
7100,0.0
7101,0.0
7102,0.0
7103,0.0
7104,0.0
7105,1.0
7106,0.0
7107,1.0
7108,1.0
7109,1.0
7110,1.0
7111,0.0
7112,0.0
7113,1.0
7114,1.0
7115,0.0
7116,1.0
7117,0.0
7118,1.0
7119,1.0
7120,0.0
7121,0.0
7122,1.0
7123,0.0
7124,0.0
7125,1.0
7126,1.0
7127,0.0
7128,1.0
7129,1.0
7130,1.0
7131,1.0
7132,0.0
7133,1.0
7134,0.0
7135,1.0
7136,1.0
7137,0.0
7138,1.0
7139,0.0
7140,1.0
7141,1.0
7142,0.0
7143,1.0
7144,0.0
7145,0.0
7146,0.0
7147,0.0
7148,1.0
7149,1.0
7150,1.0
7151,0.0
7152,0.0
7153,1.0
7154,1.0
7155,1.0
7156,0.0
7157,0.0
7158,1.0
7159,0.0
7160,0.0
7161,0.0
7162,1.0
7163,0.0
7164,0.0
7165,1.0
7166,0.0
7167,0.0
7168,1.0
7169,0.0
7170,0.0
7171,0.0
7172,0.0
7173,1.0
7174,1.0
7175,1.0
7176,0.0
7177,1.0
7178,0.0
7179,0.0
7180,0.0
7181,1.0
7182,1.0
7183,0.0
7184,0.0
7185,0.0
7186,0.0
7187,0.0
7188,1.0
7189,0.0
7190,1.0
7191,0.0
7192,1.0
7193,1.0
7194,0.0
7195,1.0
7196,1.0
7197,1.0
7198,0.0
7199,0.0
7200,1.0
7201,0.0
7202,1.0
7203,1.0
7204,0.0
7205,0.0
7206,0.0
7207,0.0
7208,0.0
7209,1.0
7210,1.0
7211,0.0
7212,0.0
7213,1.0
7214,0.0
7215,0.0
7216,0.0
7217,1.0
7218,0.0
7219,1.0
7220,0.0
7221,1.0
7222,0.0
7223,1.0
7224,0.0
7225,0.0
7226,1.0
7227,0.0
7228,1.0
7229,0.0
7230,0.0
7231,1.0
7232,1.0
7233,0.0
7234,1.0
7235,1.0
7236,1.0
7237,1.0
7238,0.0
7239,1.0
7240,1.0
7241,0.0
7242,0.0
7243,0.0
7244,0.0
7245,1.0
7246,0.0
7247,1.0
7248,0.0
7249,1.0
7250,1.0
7251,1.0
7252,0.0
7253,1.0
7254,0.0
7255,0.0
7256,0.0
7257,1.0
7258,1.0
7259,0.0
7260,0.0
7261,0.0
7262,1.0
7263,0.0
7264,0.0
7265,0.0
7266,1.0
7267,1.0
7268,0.0
7269,1.0
7270,1.0
7271,0.0
7272,0.0
7273,1.0
7274,0.0
7275,0.0
7276,0.0
7277,0.0
7278,0.0
7279,0.0
7280,0.0
7281,0.0
7282,1.0
7283,0.0
7284,1.0
7285,1.0
7286,1.0
7287,0.0
7288,1.0
7289,0.0
7290,0.0
7291,1.0
7292,0.0
7293,0.0
7294,1.0
7295,0.0
7296,1.0
7297,0.0
7298,0.0
7299,0.0
7300,0.0
7301,0.0
7302,0.0
7303,1.0
7304,1.0
7305,0.0
7306,0.0
7307,1.0
7308,1.0
7309,0.0
7310,1.0
7311,0.0
7312,0.0
7313,0.0
7314,0.0
7315,0.0
7316,0.0
7317,1.0
7318,0.0
7319,1.0
7320,0.0
7321,1.0
7322,1.0
7323,0.0
7324,0.0
7325,1.0
7326,0.0
7327,0.0
7328,0.0
7329,1.0
7330,1.0
7331,0.0
7332,0.0
7333,0.0
7334,0.0
7335,0.0
7336,0.0
7337,0.0
7338,0.0
7339,0.0
7340,1.0
7341,0.0
7342,0.0
7343,1.0
7344,1.0
7345,1.0
7346,1.0
7347,1.0
7348,0.0
7349,0.0
7350,1.0
7351,1.0
7352,0.0
7353,0.0
7354,1.0
7355,1.0
7356,0.0
7357,1.0
7358,0.0
7359,0.0
7360,0.0
7361,1.0
7362,1.0
7363,1.0
7364,1.0
7365,0.0
7366,1.0
7367,1.0
7368,1.0
7369,1.0
7370,0.0
7371,1.0
7372,0.0
7373,0.0
7374,1.0
7375,0.0
7376,1.0
7377,0.0
7378,0.0
7379,0.0
7380,1.0
7381,1.0
7382,0.0
7383,0.0
7384,0.0
7385,0.0
7386,0.0
7387,0.0
7388,0.0
7389,1.0
7390,0.0
7391,1.0
7392,1.0
7393,0.0
7394,0.0
7395,0.0
7396,1.0
7397,1.0
7398,1.0
7399,0.0
7400,0.0
7401,0.0
7402,0.0
7403,1.0
7404,0.0
7405,0.0
7406,0.0
7407,1.0
7408,0.0
7409,1.0
7410,0.0
7411,0.0
7412,0.0
7413,0.0
7414,0.0
7415,0.0
7416,0.0
7417,1.0
7418,1.0
7419,1.0
7420,1.0
7421,1.0
7422,0.0
7423,0.0
7424,0.0
7425,0.0
7426,0.0
7427,0.0
7428,0.0
7429,1.0
7430,1.0
7431,0.0
7432,0.0
7433,1.0
7434,0.0
7435,1.0
7436,1.0
7437,1.0
7438,0.0
7439,0.0
7440,0.0
7441,0.0
7442,1.0
7443,0.0
7444,1.0
7445,1.0
7446,0.0
7447,1.0
7448,1.0
7449,1.0
7450,1.0
7451,0.0
7452,1.0
7453,0.0
7454,0.0
7455,1.0
7456,1.0
7457,0.0
7458,0.0
7459,0.0
7460,1.0
7461,0.0
7462,1.0
7463,1.0
7464,0.0
7465,0.0
7466,1.0
7467,1.0
7468,0.0
7469,1.0
7470,0.0
7471,0.0
7472,0.0
7473,0.0
7474,0.0
7475,1.0
7476,1.0
7477,0.0
7478,0.0
7479,1.0
7480,0.0
7481,0.0
7482,1.0
7483,0.0
7484,1.0
7485,0.0
7486,0.0
7487,0.0
7488,0.0
7489,0.0
7490,1.0
7491,1.0
7492,0.0
7493,1.0
7494,0.0
7495,0.0
7496,0.0
7497,0.0
7498,0.0
7499,0.0
7500,1.0
7501,1.0
7502,1.0
7503,0.0
7504,0.0
7505,1.0
7506,1.0
7507,1.0
7508,1.0
7509,1.0
7510,0.0
7511,0.0
7512,0.0
7513,0.0
7514,0.0
7515,0.0
7516,0.0
7517,0.0
7518,1.0
7519,0.0
7520,0.0
7521,0.0
7522,0.0
7523,0.0
7524,1.0
7525,0.0
7526,0.0
7527,0.0
7528,0.0
7529,1.0
7530,1.0
7531,1.0
7532,0.0
7533,1.0
7534,0.0
7535,0.0
7536,1.0
7537,0.0
7538,1.0
7539,0.0
7540,1.0
7541,1.0
7542,0.0
7543,0.0
7544,1.0
7545,0.0
7546,0.0
7547,0.0
7548,1.0
7549,1.0
7550,0.0
7551,0.0
7552,0.0
7553,0.0
7554,0.0
7555,0.0
7556,0.0
7557,0.0
7558,0.0
7559,0.0
7560,0.0
7561,1.0
7562,0.0
7563,0.0
7564,1.0
7565,1.0
7566,1.0
7567,1.0
7568,0.0
7569,0.0
7570,1.0
7571,1.0
7572,1.0
7573,1.0
7574,1.0
7575,1.0
7576,1.0
7577,1.0
7578,0.0
7579,0.0
7580,0.0
7581,0.0
7582,1.0
7583,0.0
7584,0.0
7585,1.0
7586,0.0
7587,0.0
7588,0.0
7589,1.0
7590,1.0
7591,0.0
7592,0.0
7593,1.0
7594,0.0
7595,1.0
7596,1.0
7597,1.0
7598,1.0
7599,0.0
7600,1.0
7601,1.0
7602,0.0
7603,0.0
7604,0.0
7605,0.0
7606,0.0
7607,1.0
7608,1.0
7609,0.0
7610,0.0
7611,0.0
7612,1.0
7613,1.0
7614,1.0
7615,1.0
7616,0.0
7617,1.0
7618,1.0
7619,1.0
7620,0.0
7621,0.0
7622,0.0
7623,0.0
7624,1.0
